Price,Close,High,Low,Open,Volume
Ticker,GS.BA,GS.BA,GS.BA,GS.BA,GS.BA
Date,,,,,
2020-08-13,2115.35107421875,2115.35107421875,2109.8527609351,2109.8527609351,156
2020-08-14,2054.869873046875,2064.8668074815473,2012.8827484212518,2012.8827484212518,416
2020-08-18,2020.3804931640625,2049.371603654789,1954.4007244610302,2049.371603654789,109
2020-08-19,2080.86181640625,2081.361663107284,2017.3812853748798,2017.3812853748798,236
2020-08-20,2079.86181640625,2080.361663033601,2071.364423741288,2080.361663033601,229
2020-08-21,2114.351806640625,2114.351806640625,2041.3741792719416,2041.3741792719416,188
2020-08-24,2119.85009765625,2119.85009765625,2072.364655713938,2072.364655713938,242
2020-08-25,2093.858642578125,2190.8289401814086,2066.8669102555614,2190.8289401814086,147
2020-08-26,2006.8846435546875,2059.368550795844,2006.8846435546875,2059.368550795844,13
2020-08-27,2061.367919921875,2062.3676133844947,1999.386925239452,1999.386925239452,40
2020-08-28,2043.3736572265625,2061.3681414878533,1993.3889787229773,2061.3681414878533,119
2020-08-31,2030.97314453125,2031.4730148597096,1955.492724933854,1955.492724933854,98
2020-09-01,2003.4803466796875,2043.4699743579247,1991.4834583762163,2043.4699743579247,164
2020-09-02,2024.4749755859375,2024.4749755859375,1999.481457368827,2019.9761423068576,469
2020-09-03,1964.9903564453125,2042.9701314657827,1962.4910046818359,2042.9701314657827,36
2020-09-04,2022.47509765625,2069.4629026932466,1940.9962442410329,2069.4629026932466,153
2020-09-07,2022.47509765625,2022.47509765625,2022.47509765625,2022.47509765625,0
2020-09-08,1942.9959716796875,1963.9905255285546,1884.0112727709652,1893.008938706194,158
2020-09-09,1981.4857177734375,1981.4857177734375,1922.0011566192902,1949.4940210182658,93
2020-09-10,2004.479736328125,2004.479736328125,1956.4921915182747,1999.4810337437657,332
2020-09-11,1973.4879150390625,1974.4876556241886,1973.4879150390625,1974.4876556241886,36
2020-09-14,1989.4837646484375,1999.4811705009424,1988.4840240631872,1999.4811705009424,73
2020-09-15,1947.4947509765625,1989.483857517125,1947.4947509765625,1989.483857517125,33
2020-09-16,1988.48388671875,2113.4514512435585,1908.5046454228727,1999.4810323969332,101
2020-09-17,1974.4876708984375,2099.4552450059336,1974.4876708984375,1999.4811857199365,256
2020-09-18,2044.469482421875,2044.469482421875,1974.4876419477764,1974.4876419477764,19
2020-09-21,2020.4754638671875,2020.4754638671875,1964.489998267701,2010.9779295244173,23
2020-09-22,2097.45556640625,2099.4550474037774,2010.4781430138078,2029.4732124903182,349
2020-09-23,2171.936767578125,2172.43663795041,2089.4581561511077,2089.4581561511077,30
2020-09-24,2177.43505859375,2215.425201948462,2126.448287249268,2189.4319459689223,207
2020-09-25,2138.945068359375,2177.4350824429625,2127.94792147835,2171.4366386896763,98
2020-09-28,2230.9208984375,2231.42076868138,2213.925310145572,2213.925310145572,146
2020-09-29,2249.41650390625,2349.390570746528,2173.9360834418403,2349.390570746528,142
2020-09-30,2295.904541015625,2301.902985276933,2279.408819297028,2279.408819297028,453
2020-10-01,2289.40625,2307.901453329694,2259.4140283842794,2307.901453329694,64
2020-10-02,2327.895751953125,2343.8915999373426,2235.9196260438757,2235.9196260438757,220
2020-10-05,2333.39453125,2333.8944015437555,2333.39453125,2333.8944015437555,8
2020-10-06,2431.368896484375,2431.368896484375,2289.4057454560934,2289.4057454560934,153
2020-10-07,2361.386962890625,2373.3838483921863,2361.386962890625,2365.3859247244786,323
2020-10-08,2419.372314453125,2436.3679050918454,2409.374908195054,2436.3679050918454,50
2020-10-09,2470.859375,2484.3558757333603,2418.8728536566864,2418.8728536566864,23
2020-10-13,2524.34521484375,2578.331211517636,2524.34521484375,2572.33276744276,120
2020-10-14,2695.300537109375,2695.300537109375,2603.824276298727,2603.824276298727,420
2020-10-15,2739.289306640625,2739.7891769520556,2689.3022754975477,2689.3022754975477,1328
2020-10-16,2711.79638671875,2807.771484645017,2684.303520125288,2807.771484645017,3227
2020-10-19,2656.310546875,2797.773829668682,2550.338052344044,2797.773829668682,1040
2020-10-20,2764.283203125,2774.280610731239,2612.8224778904837,2624.319496637658,984
2020-10-21,2799.77294921875,2869.254906001718,2760.783074189458,2784.27697324557,810
2020-10-22,2908.24462890625,2909.2443692393217,2799.7728027679454,2799.7728027679454,594
2020-10-23,2924.241943359375,2971.229762620192,2834.2652681790864,2971.229762620192,599
2020-10-26,2619.820556640625,2763.283349954088,2582.330279642333,2763.283349954088,686
2020-10-27,2484.855224609375,2662.309178489143,2452.863525881755,2662.309178489143,1174
2020-10-28,2287.906494140625,2389.3801708525643,2287.906494140625,2364.8865247496824,203
2020-10-29,2269.410888671875,2392.87883790138,2269.410888671875,2280.907904187173,61
2020-10-30,2253.414794921875,2282.4072656639933,2207.426737882653,2207.426737882653,147
2020-11-02,2265.412109375,2265.412109375,2199.4292324029125,2199.4292324029125,33
2020-11-03,2444.36572265625,2445.865333529045,2348.890497088286,2357.3882920341257,3926
2020-11-04,2334.394287109375,2381.3820950297777,2334.394287109375,2381.3820950297777,203
2020-11-05,2359.3876953125,2359.3876953125,2334.3941815909693,2334.3941815909693,46
2020-11-06,2299.40234375,2299.40234375,2299.40234375,2299.40234375,2
2020-11-09,2494.8525390625,2494.8525390625,2399.377316670006,2471.8585064444123,70
