Price,Close,High,Low,Open,Volume
Ticker,MCD.BA,MCD.BA,MCD.BA,MCD.BA,MCD.BA
Date,,,,,
2020-08-13,6732.89013671875,6823.368502948321,6637.412965725114,6823.368502948321,1904
2020-08-14,6606.42041015625,6767.381924386752,6508.443836276814,6732.390290858382,154
2020-08-18,6780.37890625,6807.372452470695,6498.446312389413,6498.446312389413,639
2020-08-19,6864.85888671875,6868.358050208667,6628.415410900067,6798.374780410326,184
2020-08-20,6929.3427734375,7056.812287737497,6855.8603475469135,6855.8603475469135,1345
2020-08-21,7147.2900390625,7174.283580964121,6755.883681488997,6929.34218222719,1025
2020-08-24,7152.2890625,7198.278061224491,6874.355548469388,7156.7879862882655,712
2020-08-25,6906.8486328125,7188.281344708964,6873.356640455372,7188.281344708964,268
2020-08-26,6857.8603515625,7056.312903466452,6658.408038691778,6998.32676739376,1289
2020-08-27,6710.39501953125,6854.360586100454,6636.4127144887425,6854.360586100454,326
2020-08-28,6808.37158203125,6829.866440917252,6393.470817487496,6397.96974144038,195
2020-08-31,6824.181640625,7388.572606288001,6698.705881208336,7388.572606288001,112
2020-09-01,6718.701171875,6878.670247395834,6658.7127685546875,6824.680684407553,81
2020-09-02,6789.18798828125,6961.65465906816,6707.703735126855,6961.65465906816,747
2020-09-03,6450.25341796875,6798.686079545454,6343.773996281751,6788.688011781417,289
2020-09-04,6611.22314453125,6789.188773223357,6452.25384699167,6498.744867970227,233
2020-09-07,6698.70458984375,6988.648519851912,6618.720057427705,6618.720057427705,117
2020-09-08,6632.21875,6747.696441358257,6492.24579077787,6698.705905630512,546
2020-09-09,6899.6669921875,6905.165929799011,6541.236240600887,6582.228320977599,1320
2020-09-10,7002.14697265625,7048.637989180634,6918.663104273756,6988.649580762075,1062
2020-09-11,7071.13330078125,7132.121513060876,6898.666634908537,7098.627986645016,334
2020-09-14,7197.6103515625,7219.106201341441,6998.648765236491,6998.648765236491,322
2020-09-15,7251.0986328125,7332.5828849426925,7107.626360656886,7324.084527358562,996
2020-09-16,7508.04931640625,7648.5221746464895,7348.580128581922,7348.580128581922,595
2020-09-17,7318.58544921875,7598.531340718921,7071.633180645385,7598.531340718921,988
2020-09-18,7562.53955078125,7587.534723807365,7218.605969941913,7298.590523625479,618
2020-09-21,7453.06005859375,7541.043060157403,7220.10506581726,7435.063535546639,932
2020-09-22,7847.98388671875,7928.468338324695,7438.5629807232945,7438.5629807232945,434
2020-09-23,7951.46435546875,8193.91753115103,7847.984340280643,7847.984340280643,4367
